FIPS,State,Area_Name,POP_ESTIMATE_2018
18061,IN,Harrison County,"40,350"
18063,IN,Hendricks County,"167,009"
18065,IN,Henry County,"48,271"
18067,IN,Howard County,"82,366"
18069,IN,Huntington County,"36,240"
18071,IN,Jackson County,"44,111"
18073,IN,Jasper County,"33,370"
18075,IN,Jay County,"20,764"
18077,IN,Jefferson County,"32,208"
18079,IN,Jennings County,"27,611"
18081,IN,Johnson County,"156,225"
18083,IN,Knox County,"36,895"
18085,IN,Kosciusko County,"79,344"
18087,IN,LaGrange County,"39,330"
18089,IN,Lake County,"484,411"
18091,IN,LaPorte County,"110,007"
18093,IN,Lawrence County,"45,668"
18095,IN,Madison County,"129,641"
18097,IN,Marion County,"954,670"
18099,IN,Marshall County,"46,248"
18101,IN,Martin County,"10,217"
18103,IN,Miami County,"35,567"
18105,IN,Monroe County,"146,917"
18107,IN,Montgomery County,"38,346"
18109,IN,Morgan County,"70,116"
18111,IN,Newton County,"14,011"
18113,IN,Noble County,"47,532"
18115,IN,Ohio County,"5,844"
18117,IN,Orange County,"19,489"
18119,IN,Owen County,"20,845"
18121,IN,Parke County,"16,927"
18123,IN,Perry County,"19,102"
18125,IN,Pike County,"12,410"
18127,IN,Porter County,"169,594"
18129,IN,Posey County,"25,540"
18131,IN,Pulaski County,"12,469"
18133,IN,Putnam County,"37,779"
18135,IN,Randolph County,"24,851"
18137,IN,Ripley County,"28,523"
18139,IN,Rush County,"16,663"
18141,IN,St. Joseph County,"270,771"
18143,IN,Scott County,"23,878"
18145,IN,Shelby County,"44,593"
18147,IN,Spencer County,"20,327"
18149,IN,Starke County,"22,935"
18151,IN,Steuben County,"34,586"
18153,IN,Sullivan County,"20,690"
18155,IN,Switzerland County,"10,717"
18157,IN,Tippecanoe County,"193,048"
18159,IN,Tipton County,"15,128"
18161,IN,Union County,"7,037"
18163,IN,Vanderburgh County,"180,974"
18165,IN,Vermillion County,"15,479"
18167,IN,Vigo County,"107,386"
18169,IN,Wabash County,"31,280"
18171,IN,Warren County,"8,263"
18173,IN,Warrick County,"62,567"
18175,IN,Washington County,"27,943"
18177,IN,Wayne County,"65,936"
18179,IN,Wells County,"28,206"
18181,IN,White County,"24,133"
18183,IN,Whitley County,"34,074"
19000,IA,Iowa,"3,156,145"
19001,IA,Adair County,"7,063"
19003,IA,Adams County,"3,645"
19005,IA,Allamakee County,"13,832"
19007,IA,Appanoose County,"12,437"
19009,IA,Audubon County,"5,506"
19011,IA,Benton County,"25,642"
19013,IA,Black Hawk County,"132,408"
19015,IA,Boone County,"26,346"
19017,IA,Bremer County,"24,947"
19019,IA,Buchanan County,"21,199"
19021,IA,Buena Vista County,"19,874"
19023,IA,Butler County,"14,539"
19025,IA,Calhoun County,"9,699"
19027,IA,Carroll County,"20,154"
19029,IA,Cass County,"12,930"
19031,IA,Cedar County,"18,627"
19033,IA,Cerro Gordo County,"42,647"
19035,IA,Cherokee County,"11,321"
19037,IA,Chickasaw County,"11,964"
19039,IA,Clarke County,"9,423"
19041,IA,Clay County,"16,134"
19043,IA,Clayton County,"17,556"
19045,IA,Clinton County,"46,518"
19047,IA,Crawford County,"17,158"
19049,IA,Dallas County,"90,180"
19051,IA,Davis County,"9,017"
19053,IA,Decatur County,"7,890"
19055,IA,Delaware County,"17,069"
19057,IA,Des Moines County,"39,138"
19059,IA,Dickinson County,"17,153"
19061,IA,Dubuque County,"96,854"
19063,IA,Emmet County,"9,253"
19065,IA,Fayette County,"19,660"
19067,IA,Floyd County,"15,761"
19069,IA,Franklin County,"10,124"
19071,IA,Fremont County,"6,993"
19073,IA,Greene County,"8,981"
19075,IA,Grundy County,"12,304"
19077,IA,Guthrie County,"10,720"
19079,IA,Hamilton County,"14,952"
19081,IA,Hancock County,"10,712"
19083,IA,Hardin County,"16,868"
19085,IA,Harrison County,"14,134"
19087,IA,Henry County,"20,067"
19089,IA,Howard County,"9,187"
19091,IA,Humboldt County,"9,547"
19093,IA,Ida County,"6,841"
19095,IA,Iowa County,"16,141"
19097,IA,Jackson County,"19,432"
19099,IA,Jasper County,"37,147"
19101,IA,Jefferson County,"18,381"
19103,IA,Johnson County,"151,260"
19105,IA,Jones County,"20,744"
19107,IA,Keokuk County,"10,225"
19109,IA,Kossuth County,"14,908"
19111,IA,Lee County,"34,055"
19113,IA,Linn County,"225,909"
19115,IA,Louisa County,"11,169"
19117,IA,Lucas County,"8,645"
19119,IA,Lyon County,"11,811"
19121,IA,Madison County,"16,249"
19123,IA,Mahaska County,"22,000"
19125,IA,Marion County,"33,407"
19127,IA,Marshall County,"39,981"
19129,IA,Mills County,"15,063"
19131,IA,Mitchell County,"10,569"
19133,IA,Monona County,"8,679"
19135,IA,Monroe County,"7,790"
19137,IA,Montgomery County,"10,003"
19139,IA,Muscatine County,"42,929"
19141,IA,O'Brien County,"13,840"
19143,IA,Osceola County,"6,040"
19145,IA,Page County,"15,249"
19147,IA,Palo Alto County,"8,929"
19149,IA,Plymouth County,"25,095"
19151,IA,Pocahontas County,"6,740"
19153,IA,Polk County,"487,204"
19155,IA,Pottawattamie County,"93,533"
19157,IA,Poweshiek County,"18,699"
19159,IA,Ringgold County,"4,968"
19161,IA,Sac County,"9,719"
19163,IA,Scott County,"173,283"
19165,IA,Shelby County,"11,578"
19167,IA,Sioux County,"34,909"
19169,IA,Story County,"98,105"
19171,IA,Tama County,"16,904"
19173,IA,Taylor County,"6,191"
19175,IA,Union County,"12,359"
19177,IA,Van Buren County,"7,020"
19179,IA,Wapello County,"35,205"
19181,IA,Warren County,"51,056"
19183,IA,Washington County,"22,141"
19185,IA,Wayne County,"6,401"
19187,IA,Webster County,"36,277"
19189,IA,Winnebago County,"10,518"
19191,IA,Winneshiek County,"20,029"
19193,IA,Woodbury County,"102,539"
19195,IA,Worth County,"7,453"
19197,IA,Wright County,"12,690"
20000,KS,Kansas,"2,911,505"
20001,KS,Allen County,"12,444"
20003,KS,Anderson County,"7,878"
20005,KS,Atchison County,"16,193"
20007,KS,Barber County,"4,472"
20009,KS,Barton County,"26,111"
20011,KS,Bourbon County,"14,653"
20013,KS,Brown County,"9,598"
20015,KS,Butler County,"66,765"
20017,KS,Chase County,"2,629"
20019,KS,Chautauqua County,"3,309"
20021,KS,Cherokee County,"20,015"
20023,KS,Cheyenne County,"2,660"
20025,KS,Clark County,"2,005"
20027,KS,Clay County,"7,997"
20029,KS,Cloud County,"8,729"
20031,KS,Coffey County,"8,233"
20033,KS,Comanche County,"1,748"
20035,KS,Cowley County,"35,218"
20037,KS,Crawford County,"39,019"
20039,KS,Decatur County,"2,871"
20041,KS,Dickinson County,"18,717"
20043,KS,Doniphan County,"7,682"
20045,KS,Douglas County,"121,436"
20047,KS,Edwards County,"2,849"
20049,KS,Elk County,"2,508"
20051,KS,Ellis County,"28,710"
20053,KS,Ellsworth County,"6,196"
20055,KS,Finney County,"36,611"
20057,KS,Ford County,"33,888"
20059,KS,Franklin County,"25,631"
20061,KS,Geary County,"32,594"
20063,KS,Gove County,"2,612"
20065,KS,Graham County,"2,492"
20067,KS,Grant County,"7,336"
20069,KS,Gray County,"6,033"
20071,KS,Greeley County,"1,227"
20073,KS,Greenwood County,"6,055"
20075,KS,Hamilton County,"2,607"
20077,KS,Harper County,"5,506"
20079,KS,Harvey County,"34,210"
20081,KS,Haskell County,"3,997"
20083,KS,Hodgeman County,"1,818"
20085,KS,Jackson County,"13,280"
20087,KS,Jefferson County,"18,975"
20089,KS,Jewell County,"2,841"
20091,KS,Johnson County,"597,555"
20093,KS,Kearny County,"3,943"
20095,KS,Kingman County,"7,310"
20097,KS,Kiowa County,"2,516"
20099,KS,Labette County,"19,964"
20101,KS,Lane County,"1,560"
20103,KS,Leavenworth County,"81,352"
20105,KS,Lincoln County,"3,023"
20107,KS,Linn County,"9,750"
20109,KS,Logan County,"2,844"
20111,KS,Lyon County,"33,406"
20113,KS,McPherson County,"28,537"
20115,KS,Marion County,"11,950"
20117,KS,Marshall County,"9,722"
20119,KS,Meade County,"4,146"
20121,KS,Miami County,"33,680"
20123,KS,Mitchell County,"6,150"
20125,KS,Montgomery County,"32,120"
20127,KS,Morris County,"5,521"
20129,KS,Morton County,"2,667"
20131,KS,Nemaha County,"10,155"
20133,KS,Neosho County,"15,951"
20135,KS,Ness County,"2,840"
20137,KS,Norton County,"5,430"
20139,KS,Osage County,"15,941"
20141,KS,Osborne County,"3,475"
20143,KS,Ottawa County,"5,802"
20145,KS,Pawnee County,"6,562"
20147,KS,Phillips County,"5,317"
20149,KS,Pottawatomie County,"24,277"
20151,KS,Pratt County,"9,378"
20153,KS,Rawlins County,"2,508"
20155,KS,Reno County,"62,342"
20157,KS,Republic County,"4,664"
20159,KS,Rice County,"9,531"
20161,KS,Riley County,"73,703"
20163,KS,Rooks County,"5,013"
20165,KS,Rush County,"3,093"
20167,KS,Russell County,"6,907"
20169,KS,Saline County,"54,401"
20171,KS,Scott County,"4,897"
20173,KS,Sedgwick County,"513,607"
20175,KS,Seward County,"21,780"
20177,KS,Shawnee County,"177,499"
20179,KS,Sheridan County,"2,533"
20181,KS,Sherman County,"5,899"
20183,KS,Smith County,"3,603"
20185,KS,Stafford County,"4,178"
20187,KS,Stanton County,"1,987"
20189,KS,Stevens County,"5,559"
20191,KS,Sumner County,"22,996"
20193,KS,Thomas County,"7,711"
20195,KS,Trego County,"2,793"
20197,KS,Wabaunsee County,"6,899"
20199,KS,Wallace County,"1,503"
20201,KS,Washington County,"5,420"
20203,KS,Wichita County,"2,105"
20205,KS,Wilson County,"8,665"
20207,KS,Woodson County,"3,183"
20209,KS,Wyandotte County,"165,324"
21000,KY,Kentucky,"4,468,402"
21001,KY,Adair County,"19,215"
21003,KY,Allen County,"21,122"
21005,KY,Anderson County,"22,663"
21007,KY,Ballard County,"7,979"
21009,KY,Barren County,"44,176"
21011,KY,Bath County,"12,383"
21013,KY,Bell County,"26,569"
21015,KY,Boone County,"131,533"
21017,KY,Bourbon County,"20,184"
21019,KY,Boyd County,"47,240"
21021,KY,Boyle County,"30,100"
21023,KY,Bracken County,"8,239"
21025,KY,Breathitt County,"12,726"
21027,KY,Breckinridge County,"20,388"
21029,KY,Bullitt County,"81,069"
21031,KY,Butler County,"12,772"
21033,KY,Caldwell County,"12,715"
21035,KY,Calloway County,"39,135"
21037,KY,Campbell County,"93,152"
21039,KY,Carlisle County,"4,771"
21041,KY,Carroll County,"10,737"
21043,KY,Carter County,"27,004"
21045,KY,Casey County,"15,888"
21047,KY,Christian County,"71,671"
21049,KY,Clark County,"36,249"
21051,KY,Clay County,"20,105"
21053,KY,Clinton County,"10,206"
21055,KY,Crittenden County,"8,915"
21057,KY,Cumberland County,"6,659"
21059,KY,Daviess County,"101,104"
21061,KY,Edmonson County,"12,274"
21063,KY,Elliott County,"7,508"
21065,KY,Estill County,"14,198"
21067,KY,Fayette County,"323,780"
21069,KY,Fleming County,"14,432"
21071,KY,Floyd County,"35,845"
21073,KY,Franklin County,"50,815"
21075,KY,Fulton County,"6,120"
21077,KY,Gallatin County,"8,832"
21079,KY,Garrard County,"17,560"
21081,KY,Grant County,"25,121"
21083,KY,Graves County,"37,317"
21085,KY,Grayson County,"26,321"
21087,KY,Green County,"11,049"
21089,KY,Greenup County,"35,268"
21091,KY,Hancock County,"8,758"
21093,KY,Hardin County,"110,356"
21095,KY,Harlan County,"26,409"
21097,KY,Harrison County,"18,778"
21099,KY,Hart County,"18,906"
21101,KY,Henderson County,"45,591"
21103,KY,Henry County,"16,106"
21105,KY,Hickman County,"4,421"
21107,KY,Hopkins County,"45,068"
21109,KY,Jackson County,"13,442"
21111,KY,Jefferson County,"770,517"
21113,KY,Jessamine County,"53,920"
21115,KY,Johnson County,"22,386"
21117,KY,Kenton County,"166,051"
21119,KY,Knott County,"15,126"
21121,KY,Knox County,"31,304"
21123,KY,Larue County,"14,307"
21125,KY,Laurel County,"60,669"
21127,KY,Lawrence County,"15,571"
21129,KY,Lee County,"7,033"
21131,KY,Leslie County,"10,143"
21133,KY,Letcher County,"21,899"
21135,KY,Lewis County,"13,257"
21137,KY,Lincoln County,"24,644"
21139,KY,Livingston County,"9,242"
21141,KY,Logan County,"26,989"
21143,KY,Lyon County,"8,009"
21145,KY,McCracken County,"65,346"
21147,KY,McCreary County,"17,408"
21149,KY,McLean County,"9,252"
21151,KY,Madison County,"92,368"
21153,KY,Magoffin County,"12,362"
21155,KY,Marion County,"19,404"
21157,KY,Marshall County,"31,191"
21159,KY,Martin County,"11,323"
21161,KY,Mason County,"17,150"
21163,KY,Meade County,"28,715"
21165,KY,Menifee County,"6,451"
21167,KY,Mercer County,"21,774"
21169,KY,Metcalfe County,"10,030"
21171,KY,Monroe County,"10,718"
21173,KY,Montgomery County,"28,203"
21175,KY,Morgan County,"13,345"
21177,KY,Muhlenberg County,"30,774"
21179,KY,Nelson County,"45,851"
21181,KY,Nicholas County,"7,166"
21183,KY,Ohio County,"24,087"
21185,KY,Oldham County,"66,470"
21187,KY,Owen County,"10,880"
21189,KY,Owsley County,"4,472"
21191,KY,Pendleton County,"14,529"
21193,KY,Perry County,"26,092"
21195,KY,Pike County,"58,402"
21197,KY,Powell County,"12,442"
21199,KY,Pulaski County,"64,623"
21201,KY,Robertson County,"2,135"
21203,KY,Rockcastle County,"16,750"
21205,KY,Rowan County,"24,583"
21207,KY,Russell County,"17,821"
21209,KY,Scott County,"56,031"
21211,KY,Shelby County,"48,518"
21213,KY,Simpson County,"18,529"
21215,KY,Spencer County,"18,794"
21217,KY,Taylor County,"25,549"
21219,KY,Todd County,"12,311"
21221,KY,Trigg County,"14,643"
21223,KY,Trimble County,"8,515"
21225,KY,Union County,"14,505"
21227,KY,Warren County,"131,264"
21229,KY,Washington County,"12,084"
21231,KY,Wayne County,"20,468"
21233,KY,Webster County,"13,111"
21235,KY,Whitley County,"36,242"
21237,KY,Wolfe County,"7,177"
21239,KY,Woodford County,"26,533"
22000,LA,Louisiana,"4,659,978"
22001,LA,Acadia Parish,"62,190"
22003,LA,Allen Parish,"25,605"
22005,LA,Ascension Parish,"124,672"
22007,LA,Assumption Parish,"22,300"
22009,LA,Avoyelles Parish,"40,462"
22011,LA,Beauregard Parish,"37,253"
22013,LA,Bienville Parish,"13,308"
22015,LA,Bossier Parish,"127,185"
22017,LA,Caddo Parish,"242,922"
22019,LA,Calcasieu Parish,"203,112"
22021,LA,Caldwell Parish,"9,960"
22023,LA,Cameron Parish,"6,968"
22025,LA,Catahoula Parish,"9,608"
22027,LA,Claiborne Parish,"15,944"
22029,LA,Concordia Parish,"19,572"
22031,LA,De Soto Parish,"27,436"
22033,LA,East Baton Rouge Parish,"440,956"
22035,LA,East Carroll Parish,"7,037"
22037,LA,East Feliciana Parish,"19,305"
22039,LA,Evangeline Parish,"33,443"
22041,LA,Franklin Parish,"20,156"
22043,LA,Grant Parish,"22,482"
22045,LA,Iberia Parish,"70,941"
22047,LA,Iberville Parish,"32,721"
22049,LA,Jackson Parish,"15,902"
22051,LA,Jefferson Parish,"434,051"
22053,LA,Jefferson Davis Parish,"31,582"
22055,LA,Lafayette Parish,"242,782"
22057,LA,Lafourche Parish,"98,115"
22059,LA,LaSalle Parish,"14,917"
22061,LA,Lincoln Parish,"47,196"
22063,LA,Livingston Parish,"139,567"
22065,LA,Madison Parish,"11,161"
22067,LA,Morehouse Parish,"25,398"
22069,LA,Natchitoches Parish,"38,659"
22071,LA,Orleans Parish,"391,006"
22073,LA,Ouachita Parish,"154,475"
22075,LA,Plaquemines Parish,"23,410"
22077,LA,Pointe Coupee Parish,"21,940"
22079,LA,Rapides Parish,"130,562"
22081,LA,Red River Parish,"8,477"
22083,LA,Richland Parish,"20,192"
22085,LA,Sabine Parish,"24,032"
22087,LA,St. Bernard Parish,"46,721"
22089,LA,St. Charles Parish,"52,879"
22091,LA,St. Helena Parish,"10,262"
22093,LA,St. James Parish,"21,037"
22095,LA,St. John the Baptist Parish,"43,184"
22097,LA,St. Landry Parish,"82,764"
22099,LA,St. Martin Parish,"53,621"
22101,LA,St. Mary Parish,"49,774"
22103,LA,St. Tammany Parish,"258,111"
22105,LA,Tangipahoa Parish,"133,777"
22107,LA,Tensas Parish,"4,462"
22109,LA,Terrebonne Parish,"111,021"
22111,LA,Union Parish,"22,330"
22113,LA,Vermilion Parish,"59,830"
22115,LA,Vernon Parish,"48,860"
22117,LA,Washington Parish,"46,582"
22119,LA,Webster Parish,"38,798"
22121,LA,West Baton Rouge Parish,"26,427"
22123,LA,West Carroll Parish,"10,982"
22125,LA,West Feliciana Parish,"15,460"
22127,LA,Winn Parish,"14,134"
23000,ME,Maine,"1,338,404"
23001,ME,Androscoggin County,"107,679"
23003,ME,Aroostook County,"67,111"
23005,ME,Cumberland County,"293,557"
23007,ME,Franklin County,"29,897"
23009,ME,Hancock County,"54,811"
23011,ME,Kennebec County,"122,083"
23013,ME,Knox County,"39,771"
23015,ME,Lincoln County,"34,342"
23017,ME,Oxford County,"57,618"
23019,ME,Penobscot County,"151,096"
23021,ME,Piscataquis County,"16,800"
23023,ME,Sagadahoc County,"35,634"
23025,ME,Somerset County,"50,592"
23027,ME,Waldo County,"39,694"
23029,ME,Washington County,"31,490"
23031,ME,York County,"206,229"
24000,MD,Maryland,"6,042,718"
24001,MD,Allegany County,"70,975"
24003,MD,Anne Arundel County,"576,031"
24005,MD,Baltimore County,"828,431"
24009,MD,Calvert County,"92,003"
24011,MD,Caroline County,"33,304"
24013,MD,Carroll County,"168,429"
24015,MD,Cecil County,"102,826"
24017,MD,Charles County,"161,503"
24019,MD,Dorchester County,"31,998"
24021,MD,Frederick County,"255,648"
24023,MD,Garrett County,"29,163"
24025,MD,Harford County,"253,956"
24027,MD,Howard County,"323,196"
24029,MD,Kent County,"19,383"
24031,MD,Montgomery County,"1,052,567"
24033,MD,Prince George's County,"909,308"
24035,MD,Queen Anne's County,"50,251"
24037,MD,St. Mary's County,"112,664"
24039,MD,Somerset County,"25,675"
24041,MD,Talbot County,"36,968"
24043,MD,Washington County,"150,926"
24045,MD,Wicomico County,"103,195"
24047,MD,Worcester County,"51,823"
24510,MD,Baltimore city,"602,495"
25000,MA,Massachusetts,"6,902,149"
25001,MA,Barnstable County,"213,413"
25003,MA,Berkshire County,"126,348"
25005,MA,Bristol County,"564,022"
25007,MA,Dukes County,"17,352"
25009,MA,Essex County,"790,638"
25011,MA,Franklin County,"70,963"
25013,MA,Hampden County,"470,406"
25015,MA,Hampshire County,"161,355"
25017,MA,Middlesex County,"1,614,714"
25019,MA,Nantucket County,"11,327"
25021,MA,Norfolk County,"705,388"
25023,MA,Plymouth County,"518,132"
25025,MA,Suffolk County,"807,252"
25027,MA,Worcester County,"830,839"
26000,MI,Michigan,"9,995,915"
26001,MI,Alcona County,"10,362"
26003,MI,Alger County,"9,097"
26005,MI,Allegan County,"117,327"
26007,MI,Alpena County,"28,360"
26009,MI,Antrim County,"23,365"
26011,MI,Arenac County,"15,041"
26013,MI,Baraga County,"8,320"
26015,MI,Barry County,"61,157"
26017,MI,Bay County,"103,923"
26019,MI,Benzie County,"17,753"
26021,MI,Berrien County,"154,141"
26023,MI,Branch County,"43,622"
26025,MI,Calhoun County,"134,487"
26027,MI,Cass County,"51,653"
26029,MI,Charlevoix County,"26,244"
26031,MI,Cheboygan County,"25,413"
26033,MI,Chippewa County,"37,517"
26035,MI,Clare County,"30,757"
26037,MI,Clinton County,"79,332"
26039,MI,Crawford County,"13,901"
26041,MI,Delta County,"35,857"
26043,MI,Dickinson County,"25,383"
26045,MI,Eaton County,"109,826"
26047,MI,Emmet County,"33,308"
26049,MI,Genesee County,"406,892"
26051,MI,Gladwin County,"25,337"
26053,MI,Gogebic County,"15,096"
26055,MI,Grand Traverse County,"92,573"
26057,MI,Gratiot County,"40,599"
26059,MI,Hillsdale County,"45,749"
26061,MI,Houghton County,"36,219"
26063,MI,Huron County,"31,166"
26065,MI,Ingham County,"292,735"
26067,MI,Ionia County,"64,210"
26069,MI,Iosco County,"25,081"
26071,MI,Iron County,"11,117"
26073,MI,Isabella County,"70,562"
26075,MI,Jackson County,"158,823"
26077,MI,Kalamazoo County,"264,870"
26079,MI,Kalkaska County,"17,824"
26081,MI,Kent County,"653,786"
26083,MI,Keweenaw County,"2,113"
26085,MI,Lake County,"11,881"
26087,MI,Lapeer County,"88,028"
26089,MI,Leelanau County,"21,764"
26091,MI,Lenawee County,"98,266"
26093,MI,Livingston County,"191,224"
26095,MI,Luce County,"6,283"
26097,MI,Mackinac County,"10,787"
26099,MI,Macomb County,"874,759"
26101,MI,Manistee County,"24,528"
26103,MI,Marquette County,"66,516"
26105,MI,Mason County,"29,100"
26107,MI,Mecosta County,"43,545"
26109,MI,Menominee County,"22,983"
26111,MI,Midland County,"83,209"
26113,MI,Missaukee County,"15,113"
26115,MI,Monroe County,"150,439"
26117,MI,Montcalm County,"63,968"
26119,MI,Montmorency County,"9,265"
26121,MI,Muskegon County,"173,588"
26123,MI,Newaygo County,"48,892"
26125,MI,Oakland County,"1,259,201"
26127,MI,Oceana County,"26,625"
26129,MI,Ogemaw County,"20,952"
26131,MI,Ontonagon County,"5,795"
26133,MI,Osceola County,"23,341"
26135,MI,Oscoda County,"8,276"
26137,MI,Otsego County,"24,665"
26139,MI,Ottawa County,"290,494"
26141,MI,Presque Isle County,"12,738"
26143,MI,Roscommon County,"23,884"
26145,MI,Saginaw County,"190,800"
26147,MI,St. Clair County,"159,337"
26149,MI,St. Joseph County,"61,043"
26151,MI,Sanilac County,"41,182"
26153,MI,Schoolcraft County,"8,068"
26155,MI,Shiawassee County,"68,192"
26157,MI,Tuscola County,"52,516"
26159,MI,Van Buren County,"75,448"
26161,MI,Washtenaw County,"370,963"
26163,MI,Wayne County,"1,753,893"
26165,MI,Wexford County,"33,466"
27000,MN,Minnesota,"5,611,179"
27001,MN,Aitkin County,"15,902"
27003,MN,Anoka County,"353,813"
27005,MN,Becker County,"34,371"
27007,MN,Beltrami County,"46,847"
27009,MN,Benton County,"40,545"
27011,MN,Big Stone County,"4,989"
27013,MN,Blue Earth County,"67,427"
27015,MN,Brown County,"25,111"
27017,MN,Carlton County,"35,837"
27019,MN,Carver County,"103,551"
27021,MN,Cass County,"29,519"
27023,MN,Chippewa County,"11,924"
27025,MN,Chisago County,"55,922"
27027,MN,Clay County,"63,955"
27029,MN,Clearwater County,"8,810"
27031,MN,Cook County,"5,393"
27033,MN,Cottonwood County,"11,277"
27035,MN,Crow Wing County,"64,889"
27037,MN,Dakota County,"425,423"
27039,MN,Dodge County,"20,822"
27041,MN,Douglas County,"37,964"
27043,MN,Faribault County,"13,758"
27045,MN,Fillmore County,"21,058"
27047,MN,Freeborn County,"30,444"
27049,MN,Goodhue County,"46,403"
27051,MN,Grant County,"6,021"
27053,MN,Hennepin County,"1,259,428"
27055,MN,Houston County,"18,578"
27057,MN,Hubbard County,"21,332"
27059,MN,Isanti County,"39,966"
27061,MN,Itasca County,"45,108"
27063,MN,Jackson County,"9,911"
27065,MN,Kanabec County,"16,207"
27067,MN,Kandiyohi County,"42,855"
27069,MN,Kittson County,"4,248"
27071,MN,Koochiching County,"12,440"
27073,MN,Lac qui Parle County,"6,658"
27075,MN,Lake County,"10,658"
27077,MN,Lake of the Woods County,"3,758"
27079,MN,Le Sueur County,"28,494"
27081,MN,Lincoln County,"5,673"
27083,MN,Lyon County,"25,629"
27085,MN,McLeod County,"35,873"
27087,MN,Mahnomen County,"5,519"
27089,MN,Marshall County,"9,390"
27091,MN,Martin County,"19,785"
27093,MN,Meeker County,"23,141"
27095,MN,Mille Lacs County,"26,139"
27097,MN,Morrison County,"33,169"
27099,MN,Mower County,"40,011"
27101,MN,Murray County,"8,276"
27103,MN,Nicollet County,"34,220"
27105,MN,Nobles County,"21,924"
27107,MN,Norman County,"6,475"
27109,MN,Olmsted County,"156,277"
27111,MN,Otter Tail County,"58,812"
27113,MN,Pennington County,"14,178"
27115,MN,Pine County,"29,483"
27117,MN,Pipestone County,"9,047"
27119,MN,Polk County,"31,529"
27121,MN,Pope County,"11,097"
27123,MN,Ramsey County,"550,210"
27125,MN,Red Lake County,"3,999"
27127,MN,Redwood County,"15,249"
27129,MN,Renville County,"14,612"
27131,MN,Rice County,"66,523"
27133,MN,Rock County,"9,414"
27135,MN,Roseau County,"15,150"
27137,MN,St. Louis County,"199,754"
27139,MN,Scott County,"147,381"
27141,MN,Sherburne County,"96,036"
27143,MN,Sibley County,"15,028"
27145,MN,Stearns County,"159,256"
27147,MN,Steele County,"36,803"
27149,MN,Stevens County,"9,753"
27151,MN,Swift County,"9,345"
27153,MN,Todd County,"24,582"
27155,MN,Traverse County,"3,308"
27157,MN,Wabasha County,"21,645"
27159,MN,Wadena County,"13,773"
27161,MN,Waseca County,"18,691"
27163,MN,Washington County,"259,201"
27165,MN,Watonwan County,"10,980"
27167,MN,Wilkin County,"6,254"
27169,MN,Winona County,"50,825"
27171,MN,Wright County,"136,349"
27173,MN,Yellow Medicine County,"9,795"
28000,MS,Mississippi,"2,986,530"
28001,MS,Adams County,"31,192"
28003,MS,Alcorn County,"36,925"
28005,MS,Amite County,"12,326"
28007,MS,Attala County,"18,365"
28009,MS,Benton County,"8,271"
28011,MS,Bolivar County,"31,333"
28013,MS,Calhoun County,"14,436"
28015,MS,Carroll County,"9,911"
28017,MS,Chickasaw County,"17,171"
28019,MS,Choctaw County,"8,278"
28021,MS,Claiborne County,"9,002"
28023,MS,Clarke County,"15,604"
28025,MS,Clay County,"19,386"
28027,MS,Coahoma County,"22,628"
28029,MS,Copiah County,"28,543"
28031,MS,Covington County,"18,853"
28033,MS,DeSoto County,"182,001"
28035,MS,Forrest County,"75,036"
28037,MS,Franklin County,"7,788"
28039,MS,George County,"24,250"
28041,MS,Greene County,"13,586"
28043,MS,Grenada County,"21,055"
28045,MS,Hancock County,"47,334"
28047,MS,Harrison County,"206,650"
28049,MS,Hinds County,"237,085"
28051,MS,Holmes County,"17,622"
28053,MS,Humphreys County,"8,257"
28055,MS,Issaquena County,"1,308"
28057,MS,Itawamba County,"23,517"
28059,MS,Jackson County,"143,277"
28061,MS,Jasper County,"16,428"
28063,MS,Jefferson County,"7,106"
28065,MS,Jefferson Davis County,"11,234"
28067,MS,Jones County,"68,461"
28069,MS,Kemper County,"10,027"
28071,MS,Lafayette County,"54,793"
28073,MS,Lamar County,"62,447"
28075,MS,Lauderdale County,"75,317"
28077,MS,Lawrence County,"12,455"
28079,MS,Leake County,"22,763"
28081,MS,Lee County,"85,202"
28083,MS,Leflore County,"28,919"
28085,MS,Lincoln County,"34,205"
28087,MS,Lowndes County,"58,930"
28089,MS,Madison County,"105,630"
28091,MS,Marion County,"24,715"
28093,MS,Marshall County,"35,451"
28095,MS,Monroe County,"35,564"
28097,MS,Montgomery County,"10,023"
28099,MS,Neshoba County,"29,125"
28101,MS,Newton County,"21,443"
28103,MS,Noxubee County,"10,535"
28105,MS,Oktibbeha County,"49,599"
28107,MS,Panola County,"34,178"
28109,MS,Pearl River County,"55,387"
28111,MS,Perry County,"11,931"
28113,MS,Pike County,"39,563"
28115,MS,Pontotoc County,"31,833"
28117,MS,Prentiss County,"25,315"
28119,MS,Quitman County,"7,051"
28121,MS,Rankin County,"153,902"
28123,MS,Scott County,"28,287"
28125,MS,Sharkey County,"4,377"
28127,MS,Simpson County,"26,758"
28129,MS,Smith County,"16,002"
28131,MS,Stone County,"18,717"
28133,MS,Sunflower County,"25,735"
28135,MS,Tallahatchie County,"13,987"
28137,MS,Tate County,"28,759"
28139,MS,Tippah County,"21,995"
28141,MS,Tishomingo County,"19,454"
28143,MS,Tunica County,"9,944"
28145,MS,Union County,"28,606"
28147,MS,Walthall County,"14,465"
28149,MS,Warren County,"46,176"
28151,MS,Washington County,"45,063"
